idWin	ind	overlapScore	samples	cM	cM.Mb	chrWin	startWin	endWin	winsize
chr1_inv_1	NC1	0.0	982	0.0	0.0	chr1	615746	665746	50000
chr1_inv_10	NC1	1.3497901046349945	982	0.13745316747810535	0.02745288135139079	chr1	1065746	1115746	50000
chr1_inv_100	NC1	2.2658447236510817	982	0.23073775189929546	0.046041234163526346	chr1	5565746	5615746	50000
chr1_inv_1000	NC1	0.10248858083263217	982	0.01043671902572629	0.0020871259700938616	chr1	50565746	50615746	50000
chr1_inv_1001	NC1	0.10248858083263217	982	0.01043671902572629	0.0020871259700938616	chr1	50615746	50665746	50000
chr1_inv_1002	NC1	0.10248858083263217	982	0.01043671902572629	0.0020871259700938616	chr1	50665746	50715746	50000
chr1_inv_1003	NC1	0.07488236585028601	982	0.007625495504102446	0.0015249828103691687	chr1	50715746	50765746	50000
chr1_inv_1004	NC1	0.028592186533295608	982	0.002911627956547414	0.00058230863648423	chr1	50765746	50815746	50000
chr1_inv_1005	NC1	0.028592186533295608	982	0.002911627956547414	0.00058230863648423	chr1	50815746	50865746	50000
chr1_inv_1006	NC1	0.028592186533295608	982	0.002911627956547414	0.00058230863648423	chr1	50865746	50915746	50000
chr1_inv_1007	NC1	0.028592186533295608	982	0.002911627956547414	0.00058230863648423	chr1	50915746	50965746	50000
chr1_inv_1008	NC1	0.04648645828711617	982	0.004733855222720588	0.000946726227187833	chr1	50965746	51015746	50000
chr1_inv_1009	NC1	0.06681310958387565	982	0.006803778980028071	0.0013606632173879252	chr1	51015746	51065746	50000
chr1_inv_101	NC1	3.9631856546790365	982	0.4035830605579467	0.0803917282432054	chr1	5615746	5665746	50000
chr1_inv_1010	NC1	0.06681310958387565	982	0.006803778980028071	0.0013606632173879252	chr1	51065746	51115746	50000
chr1_inv_1011	NC1	0.14820923334090685	982	0.01509258995324917	0.003018062463941984	chr1	51115746	51165746	50000
chr1_inv_1012	NC1	0.20526303139931673	982	0.02090254902233368	0.0041796360931112275	chr1	51165746	51215746	50000
chr1_inv_1013	NC1	0.21710479468290544	982	0.022108431230438437	0.004420708824691699	chr1	51215746	51265746	50000
chr1_inv_1014	NC1	0.21710479468290544	982	0.022108431230438437	0.004420708824691699	chr1	51265746	51315746	50000
chr1_inv_1015	NC1	0.3116343872837964	982	0.03173466265619108	0.006344918779671582	chr1	51315746	51365746	50000
chr1_inv_1016	NC1	0.35416222419558835	982	0.036065399612585376	0.007210479121781965	chr1	51365746	51415746	50000
chr1_inv_1017	NC1	0.36321405906088317	982	0.03698717505711641	0.007394699583732622	chr1	51415746	51465746	50000
chr1_inv_1018	NC1	0.4032799553813549	982	0.0410672052323172	0.008210068939055182	chr1	51465746	51515746	50000
chr1_inv_1019	NC1	0.4032799553813549	982	0.0410672052323172	0.008210068939055182	chr1	51515746	51565746	50000
chr1_inv_102	NC1	0.9055947958371241	982	0.0922194293113161	0.01842688746813259	chr1	5665746	5715746	50000
chr1_inv_1020	NC1	0.4032799553813549	982	0.0410672052323172	0.008210068939055182	chr1	51565746	51615746	50000
chr1_inv_1021	NC1	0.4032799553813549	982	0.0410672052323172	0.008210068939055182	chr1	51615746	51665746	50000
chr1_inv_1022	NC1	0.4032799553813549	982	0.0410672052323172	0.008210068939055182	chr1	51665746	51715746	50000
chr1_inv_1023	NC1	0.4032799553813549	982	0.0410672052323172	0.008210068939055182	chr1	51715746	51765746	50000
chr1_inv_1024	NC1	0.40041364841602717	982	0.040775320612630055	0.008151739772721545	chr1	51765746	51815746	50000
chr1_inv_1025	NC1	0.3023536537853064	982	0.030789577778544436	0.006156019948628799	chr1	51815746	51865746	50000
chr1_inv_1026	NC1	0.3023536537853064	982	0.030789577778544436	0.006156019948628799	chr1	51865746	51915746	50000
chr1_inv_1027	NC1	0.3023536537853064	982	0.030789577778544436	0.006156019948628799	chr1	51915746	51965746	50000
chr1_inv_1028	NC1	0.3023536537853064	982	0.030789577778544436	0.006156019948628799	chr1	51965746	52015746	50000
chr1_inv_1029	NC1	0.3023536537853064	982	0.030789577778544436	0.006156019948628799	chr1	52015746	52065746	50000
chr1_inv_103	NC1	0.6377191805178679	982	0.06494085341322484	0.012979739704255255	chr1	5715746	5765746	50000
chr1_inv_1030	NC1	0.3023536537853064	982	0.030789577778544436	0.006156019948628799	chr1	52065746	52115746	50000
chr1_inv_1031	NC1	0.2694598009049296	982	0.0274398982591578	0.005486474031238808	chr1	52115746	52165746	50000
chr1_inv_1032	NC1	0.25258988240803437	982	0.025721983951938327	0.00514307377635137	chr1	52165746	52215746	50000
chr1_inv_1033	NC1	0.25258988240803437	982	0.025721983951938327	0.00514307377635137	chr1	52215746	52265746	50000
chr1_inv_1034	NC1	0.24095161133913273	982	0.024536823965288466	0.004906160878540566	chr1	52265746	52315746	50000
chr1_inv_1035	NC1	0.21436895935745431	982	0.02182983292845767	0.004365013641168813	chr1	52315746	52365746	50000
chr1_inv_1036	NC1	0.18782832088460957	982	0.01912712025301523	0.0038246924504370394	chr1	52365746	52415746	50000
chr1_inv_1037	NC1	0.17479386918561138	982	0.017799783012791382	0.003559323013194726	chr1	52415746	52465746	50000
chr1_inv_1038	NC1	0.17479386918561138	982	0.017799783012791382	0.003559323013194726	chr1	52465746	52515746	50000
chr1_inv_1039	NC1	0.17191548430923734	982	0.01750666846326246	0.0035007207973047905	chr1	52515746	52565746	50000
chr1_inv_104	NC1	0.3034058685885086	982	0.030896727962169915	0.006177436770032907	chr1	5765746	5815746	50000
chr1_inv_1040	NC1	0.19949073453686936	982	0.02031473875120869	0.0040621224847914306	chr1	52565746	52615746	50000
chr1_inv_1041	NC1	0.38130023882017267	982	0.03882894489003795	0.007762774384492133	chr1	52615746	52665746	50000
chr1_inv_1042	NC1	0.5404912782182205	982	0.055039845032405346	0.011001912459944752	chr1	52665746	52715746	50000
chr1_inv_1043	NC1	0.5404912782182205	982	0.055039845032405346	0.011001912459944752	chr1	52715746	52765746	50000
chr1_inv_1044	NC1	0.5404912782182205	982	0.055039845032405346	0.011001912459944752	chr1	52765746	52815746	50000
chr1_inv_1045	NC1	0.5404912782182205	982	0.055039845032405346	0.011001912459944752	chr1	52815746	52865746	50000
chr1_inv_1046	NC1	0.5404912782182205	982	0.055039845032405346	0.011001912459944752	chr1	52865746	52915746	50000
chr1_inv_1047	NC1	0.5404912782182205	982	0.055039845032405346	0.011001912459944752	chr1	52915746	52965746	50000
chr1_inv_1048	NC1	0.5404912782182205	982	0.055039845032405346	0.011001912459944752	chr1	52965746	53015746	50000
chr1_inv_1049	NC1	0.5404912782182205	982	0.055039845032405346	0.011001912459944752	chr1	53015746	53065746	50000
chr1_inv_105	NC1	0.23709190462390559	982	0.02414377847493947	0.00482759003853972	chr1	5815746	5865746	50000
chr1_inv_1050	NC1	0.5404912782182205	982	0.055039845032405346	0.011001912459944752	chr1	53065746	53115746	50000
chr1_inv_1051	NC1	0.82422006083005	982	0.08393279641853868	0.01677247773553825	chr1	53115746	53165746	50000
chr1_inv_1052	NC1	0.4124046657694033	982	0.041996401809511544	0.008395753953751584	chr1	53165746	53215746	50000
chr1_inv_1053	NC1	0.0	982	0.0	0.0	chr1	53215746	53265746	50000
chr1_inv_1054	NC1	0.11614749545784028	982	0.011827647195299417	0.002365249674644021	chr1	53265746	53315746	50000
