idWin	ind	overlapScore	samples	cM	cM.Mb	chrWin	startWin	endWin	winsize
chr1_inv_1	NC1	0.0	982	0.0	0.0	chr1	615746	705746	90000
chr1_inv_10	NC1	2.0	982	0.20366598778004072	0.02258352800703325	chr1	1425746	1515746	90000
chr1_inv_100	NC1	1.0	982	0.10183299389002036	0.0113032627408897	chr1	9525746	9615746	90000
chr1_inv_1000	NC1	1.0	982	0.10183299389002036	0.0113032627408897	chr1	90525746	90615746	90000
chr1_inv_1001	NC1	1.0	982	0.10183299389002036	0.0113032627408897	chr1	90615746	90705746	90000
chr1_inv_1002	NC1	0.0	982	0.0	0.0	chr1	90705746	90795746	90000
chr1_inv_1003	NC1	0.0	982	0.0	0.0	chr1	90795746	90885746	90000
chr1_inv_1004	NC1	1.0	982	0.10183299389002036	0.0113032627408897	chr1	90885746	90975746	90000
chr1_inv_1005	NC1	0.0	982	0.0	0.0	chr1	90975746	91065746	90000
chr1_inv_1006	NC1	0.0	982	0.0	0.0	chr1	91065746	91155746	90000
chr1_inv_1007	NC1	0.0	982	0.0	0.0	chr1	91155746	91245746	90000
chr1_inv_1008	NC1	0.0	982	0.0	0.0	chr1	91245746	91335746	90000
chr1_inv_1009	NC1	0.0	982	0.0	0.0	chr1	91335746	91425746	90000
chr1_inv_101	NC1	0.0	982	0.0	0.0	chr1	9615746	9705746	90000
chr1_inv_1010	NC1	0.0	982	0.0	0.0	chr1	91425746	91515746	90000
chr1_inv_1011	NC1	0.0	982	0.0	0.0	chr1	91515746	91605746	90000
chr1_inv_1012	NC1	1.0	982	0.10183299389002036	0.0113032627408897	chr1	91605746	91695746	90000
chr1_inv_1013	NC1	1.0	982	0.10183299389002036	0.0113032627408897	chr1	91695746	91785746	90000
chr1_inv_1014	NC1	1.0	982	0.10183299389002036	0.0113032627408897	chr1	91785746	91875746	90000
chr1_inv_1015	NC1	0.0	982	0.0	0.0	chr1	91875746	91965746	90000
chr1_inv_1016	NC1	0.0	982	0.0	0.0	chr1	91965746	92055746	90000
chr1_inv_1017	NC1	0.0	982	0.0	0.0	chr1	92055746	92145746	90000
chr1_inv_1018	NC1	0.0	982	0.0	0.0	chr1	92145746	92235746	90000
chr1_inv_1019	NC1	0.0	982	0.0	0.0	chr1	92235746	92325746	90000
chr1_inv_102	NC1	0.0	982	0.0	0.0	chr1	9705746	9795746	90000
chr1_inv_1020	NC1	0.0	982	0.0	0.0	chr1	92325746	92415746	90000
