idWin	ind	overlapScore	samples	cM	cM.Mb	chrWin	startWin	endWin	winsize
chr1_inv_1	NC1	0.0	982	0.0	0.0	chr1	615746	785746	170000
chr1_inv_10	NC1	6.0	982	0.6109979633401221	0.035722349314262936	chr1	2145746	2315746	170000
chr1_inv_100	NC1	2.0	982	0.20366598778004072	0.011955985415488193	chr1	17445746	17615746	170000
chr1_inv_1000	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	170445746	170615746	170000
chr1_inv_1001	NC1	0.0	982	0.0	0.0	chr1	170615746	170785746	170000
chr1_inv_1002	NC1	3.0	982	0.30549898167006106	0.01791574019407079	chr1	170785746	170955746	170000
chr1_inv_1003	NC1	0.0	982	0.0	0.0	chr1	170955746	171125746	170000
chr1_inv_1004	NC1	3.0	982	0.30549898167006106	0.01791574019407079	chr1	171125746	171295746	170000
chr1_inv_1005	NC1	3.0	982	0.30549898167006106	0.01791574019407079	chr1	171295746	171465746	170000
chr1_inv_1006	NC1	0.0	982	0.0	0.0	chr1	171465746	171635746	170000
chr1_inv_1007	NC1	0.0	982	0.0	0.0	chr1	171635746	171805746	170000
chr1_inv_1008	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	171805746	171975746	170000
chr1_inv_1009	NC1	0.0	982	0.0	0.0	chr1	171975746	172145746	170000
chr1_inv_101	NC1	5.0	982	0.5091649694501018	0.029798897497879447	chr1	17615746	17785746	170000
chr1_inv_1010	NC1	0.0	982	0.0	0.0	chr1	172145746	172315746	170000
chr1_inv_1011	NC1	0.0	982	0.0	0.0	chr1	172315746	172485746	170000
chr1_inv_1012	NC1	0.0	982	0.0	0.0	chr1	172485746	172655746	170000
chr1_inv_1013	NC1	0.0	982	0.0	0.0	chr1	172655746	172825746	170000
chr1_inv_1014	NC1	3.0	982	0.30549898167006106	0.01791574019407079	chr1	172825746	172995746	170000
chr1_inv_1015	NC1	2.0	982	0.20366598778004072	0.011955985415488193	chr1	172995746	173165746	170000
chr1_inv_1016	NC1	0.0	982	0.0	0.0	chr1	173165746	173335746	170000
chr1_inv_1017	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	173335746	173505746	170000
chr1_inv_1018	NC1	2.0	982	0.20366598778004072	0.011955985415488193	chr1	173505746	173675746	170000
chr1_inv_1019	NC1	0.0	982	0.0	0.0	chr1	173675746	173845746	170000
chr1_inv_102	NC1	2.0	982	0.20366598778004072	0.011955985415488193	chr1	17785746	17955746	170000
chr1_inv_1020	NC1	0.0	982	0.0	0.0	chr1	173845746	174015746	170000
chr1_inv_1021	NC1	0.0	982	0.0	0.0	chr1	174015746	174185746	170000
chr1_inv_1022	NC1	0.0	982	0.0	0.0	chr1	174185746	174355746	170000
chr1_inv_1023	NC1	0.0	982	0.0	0.0	chr1	174355746	174525746	170000
chr1_inv_1024	NC1	0.0	982	0.0	0.0	chr1	174525746	174695746	170000
chr1_inv_1025	NC1	0.0	982	0.0	0.0	chr1	174695746	174865746	170000
chr1_inv_1026	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	174865746	175035746	170000
chr1_inv_1027	NC1	5.0	982	0.5091649694501018	0.029798897497879447	chr1	175035746	175205746	170000
chr1_inv_1028	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	175205746	175375746	170000
chr1_inv_1029	NC1	2.0	982	0.20366598778004072	0.011955985415488193	chr1	175375746	175545746	170000
chr1_inv_103	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	17955746	18125746	170000
chr1_inv_1030	NC1	2.0	982	0.20366598778004072	0.011955985415488193	chr1	175545746	175715746	170000
chr1_inv_1031	NC1	6.0	982	0.6109979633401221	0.035722349314262936	chr1	175715746	175885746	170000
chr1_inv_1032	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	175885746	176055746	170000
chr1_inv_1033	NC1	0.0	982	0.0	0.0	chr1	176055746	176225746	170000
chr1_inv_1034	NC1	3.0	982	0.30549898167006106	0.01791574019407079	chr1	176225746	176395746	170000
chr1_inv_1035	NC1	3.0	982	0.30549898167006106	0.01791574019407079	chr1	176395746	176565746	170000
chr1_inv_1036	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	176565746	176735746	170000
chr1_inv_1037	NC1	3.0	982	0.30549898167006106	0.01791574019407079	chr1	176735746	176905746	170000
chr1_inv_1038	NC1	0.0	982	0.0	0.0	chr1	176905746	177075746	170000
chr1_inv_1039	NC1	0.0	982	0.0	0.0	chr1	177075746	177245746	170000
chr1_inv_104	NC1	5.0	982	0.5091649694501018	0.029798897497879447	chr1	18125746	18295746	170000
chr1_inv_1040	NC1	0.0	982	0.0	0.0	chr1	177245746	177415746	170000
chr1_inv_1041	NC1	0.0	982	0.0	0.0	chr1	177415746	177585746	170000
chr1_inv_1042	NC1	0.0	982	0.0	0.0	chr1	177585746	177755746	170000
chr1_inv_1043	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	177755746	177925746	170000
chr1_inv_1044	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	177925746	178095746	170000
chr1_inv_1045	NC1	0.0	982	0.0	0.0	chr1	178095746	178265746	170000
chr1_inv_1046	NC1	0.0	982	0.0	0.0	chr1	178265746	178435746	170000
chr1_inv_1047	NC1	0.0	982	0.0	0.0	chr1	178435746	178605746	170000
chr1_inv_1048	NC1	0.0	982	0.0	0.0	chr1	178605746	178775746	170000
chr1_inv_1049	NC1	0.0	982	0.0	0.0	chr1	178775746	178945746	170000
chr1_inv_105	NC1	6.0	982	0.6109979633401221	0.035722349314262936	chr1	18295746	18465746	170000
chr1_inv_1050	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	178945746	179115746	170000
chr1_inv_1051	NC1	0.0	982	0.0	0.0	chr1	179115746	179285746	170000
chr1_inv_1052	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	179285746	179455746	170000
chr1_inv_1053	NC1	0.0	982	0.0	0.0	chr1	179455746	179625746	170000
chr1_inv_1054	NC1	3.0	982	0.30549898167006106	0.01791574019407079	chr1	179625746	179795746	170000
chr1_inv_1055	NC1	0.0	982	0.0	0.0	chr1	179795746	179965746	170000
chr1_inv_1056	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	179965746	180135746	170000
chr1_inv_1057	NC1	0.0	982	0.0	0.0	chr1	180135746	180305746	170000
chr1_inv_1058	NC1	0.0	982	0.0	0.0	chr1	180305746	180475746	170000
chr1_inv_1059	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	180475746	180645746	170000
chr1_inv_106	NC1	2.0	982	0.20366598778004072	0.011955985415488193	chr1	18465746	18635746	170000
chr1_inv_1060	NC1	0.0	982	0.0	0.0	chr1	180645746	180815746	170000
chr1_inv_1061	NC1	2.0	982	0.20366598778004072	0.011955985415488193	chr1	180815746	180985746	170000
chr1_inv_1062	NC1	2.0	982	0.20366598778004072	0.011955985415488193	chr1	180985746	181155746	170000
chr1_inv_1063	NC1	3.0	982	0.30549898167006106	0.01791574019407079	chr1	181155746	181325746	170000
chr1_inv_1064	NC1	5.0	982	0.5091649694501018	0.029798897497879447	chr1	181325746	181495746	170000
chr1_inv_1065	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	181495746	181665746	170000
chr1_inv_1066	NC1	0.0	982	0.0	0.0	chr1	181665746	181835746	170000
chr1_inv_1067	NC1	2.0	982	0.20366598778004072	0.011955985415488193	chr1	181835746	182005746	170000
chr1_inv_1068	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	182005746	182175746	170000
chr1_inv_1069	NC1	0.0	982	0.0	0.0	chr1	182175746	182345746	170000
chr1_inv_107	NC1	2.0	982	0.20366598778004072	0.011955985415488193	chr1	18635746	18805746	170000
chr1_inv_1070	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	182345746	182515746	170000
chr1_inv_1071	NC1	3.0	982	0.30549898167006106	0.01791574019407079	chr1	182515746	182685746	170000
chr1_inv_1072	NC1	3.0	982	0.30549898167006106	0.01791574019407079	chr1	182685746	182855746	170000
chr1_inv_1073	NC1	0.0	982	0.0	0.0	chr1	182855746	183025746	170000
chr1_inv_1074	NC1	0.0	982	0.0	0.0	chr1	183025746	183195746	170000
chr1_inv_1075	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	183195746	183365746	170000
chr1_inv_1076	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	183365746	183535746	170000
chr1_inv_1077	NC1	2.0	982	0.20366598778004072	0.011955985415488193	chr1	183535746	183705746	170000
chr1_inv_1078	NC1	4.0	982	0.40733197556008144	0.023863369331309114	chr1	183705746	183875746	170000
chr1_inv_1079	NC1	3.0	982	0.30549898167006106	0.01791574019407079	chr1	183875746	184045746	170000
chr1_inv_108	NC1	2.0	982	0.20366598778004072	0.011955985415488193	chr1	18805746	18975746	170000
chr1_inv_1080	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	184045746	184215746	170000
chr1_inv_1081	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	184215746	184385746	170000
chr1_inv_1082	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	184385746	184555746	170000
chr1_inv_1083	NC1	0.0	982	0.0	0.0	chr1	184555746	184725746	170000
chr1_inv_1084	NC1	0.0	982	0.0	0.0	chr1	184725746	184895746	170000
chr1_inv_1085	NC1	2.0	982	0.20366598778004072	0.011955985415488193	chr1	184895746	185065746	170000
chr1_inv_1086	NC1	0.0	982	0.0	0.0	chr1	185065746	185235746	170000
chr1_inv_1087	NC1	0.0	982	0.0	0.0	chr1	185235746	185405746	170000
chr1_inv_1088	NC1	0.0	982	0.0	0.0	chr1	185405746	185575746	170000
chr1_inv_1089	NC1	0.0	982	0.0	0.0	chr1	185575746	185745746	170000
chr1_inv_109	NC1	0.0	982	0.0	0.0	chr1	18975746	19145746	170000
chr1_inv_1090	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	185745746	185915746	170000
chr1_inv_1091	NC1	0.0	982	0.0	0.0	chr1	185915746	186085746	170000
chr1_inv_1092	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	186085746	186255746	170000
chr1_inv_1093	NC1	0.0	982	0.0	0.0	chr1	186255746	186425746	170000
chr1_inv_1094	NC1	0.0	982	0.0	0.0	chr1	186425746	186595746	170000
chr1_inv_1095	NC1	0.0	982	0.0	0.0	chr1	186595746	186765746	170000
chr1_inv_1096	NC1	0.0	982	0.0	0.0	chr1	186765746	186935746	170000
chr1_inv_1097	NC1	2.0	982	0.20366598778004072	0.011955985415488193	chr1	186935746	187105746	170000
chr1_inv_1098	NC1	1.0	982	0.10183299389002036	0.005984080274588665	chr1	187105746	187275746	170000
chr1_inv_1099	NC1	0.0	982	0.0	0.0	chr1	187275746	187445746	170000
chr1_inv_11	NC1	3.0	982	0.30549898167006106	0.01791574019407079	chr1	2315746	2485746	170000
