idWin	ind	overlapScore	samples	cM	cM.Mb	chrWin	startWin	endWin	winsize
chr1_inv_1	NC1	0.0	982	0.0	0.0	chr1	615746	825746	210000
chr1_inv_10	NC1	0.9877883588039411	982	0.10058944590671498	0.004785158636135452	chr1	2505746	2715746	210000
chr1_inv_100	NC1	1.9353188801018928	982	0.19707931569265708	0.009366258234803452	chr1	21405746	21615746	210000
chr1_inv_1000	NC1	0.9816600720707479	982	0.09996538412125743	0.004755500947867517	chr1	210405746	210615746	210000
chr1_inv_1001	NC1	1.2991613211174355	982	0.1322974868755026	0.0062915530901583964	chr1	210615746	210825746	210000
chr1_inv_1002	NC1	0.990986267270424	982	0.10091509850004318	0.004800634686099751	chr1	210825746	211035746	210000
chr1_inv_1003	NC1	0.8866653063508076	982	0.09029178272411484	0.004295728843615018	chr1	211035746	211245746	210000
chr1_inv_1004	NC1	1.2490768753623416	982	0.12719723781693906	0.00604931350251208	chr1	211245746	211455746	210000
chr1_inv_1005	NC1	1.1312818515858432	982	0.11520181788043209	0.005479485959987099	chr1	211455746	211665746	210000
chr1_inv_1006	NC1	0.46203771526065585	982	0.047050683835097334	0.002239454909948511	chr1	211665746	211875746	210000
chr1_inv_1007	NC1	0.8739339642127779	982	0.08899531203796109	0.004234102731043827	chr1	211875746	212085746	210000
chr1_inv_1008	NC1	0.7680459883919728	982	0.07821242244317442	0.003721489642687687	chr1	212085746	212295746	210000
chr1_inv_1009	NC1	1.3757912599901476	982	0.14010094297252013	0.006662135401488835	chr1	212295746	212505746	210000
chr1_inv_101	NC1	1.3299812372773534	982	0.13543597120950646	0.006440605128270922	chr1	21615746	21825746	210000
chr1_inv_1010	NC1	1.14874670508975	982	0.11698031620058555	0.0055639799483203365	chr1	212505746	212715746	210000
chr1_inv_1011	NC1	1.0736583443286365	982	0.10933384361798743	0.005200685324178537	chr1	212715746	212925746	210000
chr1_inv_1012	NC1	0.43614497623385334	982	0.044413948699985065	0.0021140108833821764	chr1	212925746	213135746	210000
chr1_inv_1013	NC1	0.35794885081373706	982	0.0364510031378551	0.0017351295052256542	chr1	213135746	213345746	210000
chr1_inv_1014	NC1	2.118263765986905	982	0.21570914113919604	0.010249738343733513	chr1	213345746	213555746	210000
chr1_inv_1015	NC1	4.979335672433263	982	0.5070606591072568	0.024023724922452753	chr1	213555746	213765746	210000
chr1_inv_1016	NC1	1.1781490242465396	982	0.11997444238763132	0.005706219941750029	chr1	213765746	213975746	210000
chr1_inv_1017	NC1	1.8640565190119247	982	0.18982245611119397	0.009022027905537997	chr1	213975746	214185746	210000
chr1_inv_1018	NC1	1.5170556285883983	982	0.15448631655686337	0.00734513818787345	chr1	214185746	214395746	210000
chr1_inv_1019	NC1	1.7769180743051392	982	0.18094888740378198	0.008601040810924625	chr1	214395746	214605746	210000
chr1_inv_102	NC1	0.3958432119408296	982	0.04030989938297654	0.0019187454699436707	chr1	21825746	22035746	210000
chr1_inv_1020	NC1	1.8938395851048098	982	0.1928553548986568	0.00916590003583171	chr1	214605746	214815746	210000
chr1_inv_1021	NC1	2.638962739767635	982	0.268733476554749	0.01276250437259583	chr1	214815746	215025746	210000
chr1_inv_1022	NC1	2.170387382350006	982	0.22101704504582548	0.010501394222208114	chr1	215025746	215235746	210000
chr1_inv_1023	NC1	0.19108150286614697	982	0.019458401513864253	0.0009264102719566548	chr1	215235746	215445746	210000
chr1_inv_1024	NC1	0.6798091675248523	982	0.06922700280293811	0.00329424291112268	chr1	215445746	215655746	210000
chr1_inv_1025	NC1	1.398904271312795	982	0.14245461011331925	0.006773898549609187	chr1	215655746	215865746	210000
chr1_inv_1026	NC1	2.3931431981405327	982	0.24370093667418868	0.011576571377612862	chr1	215865746	216075746	210000
chr1_inv_1027	NC1	1.1596484221012922	982	0.11809047068241263	0.005616720324407616	chr1	216075746	216285746	210000
chr1_inv_1028	NC1	2.3375559558939956	982	0.23804032137413397	0.011308313693678526	chr1	216285746	216495746	210000
chr1_inv_1029	NC1	1.9899631256157886	982	0.20264390281219843	0.009630181500118264	chr1	216495746	216705746	210000
chr1_inv_103	NC1	0.4566611641580196	982	0.0465031735395132	0.002213407370991024	chr1	22035746	22245746	210000
chr1_inv_1030	NC1	3.2455023342742035	982	0.3304992193761918	0.015686158321608145	chr1	216705746	216915746	210000
chr1_inv_1031	NC1	3.7150507004110094	982	0.3783147352760702	0.017947005607026917	chr1	216915746	217125746	210000
chr1_inv_1032	NC1	1.6904862653922645	982	0.17214727753485382	0.00818339383298656	chr1	217125746	217335746	210000
chr1_inv_1033	NC1	1.2539443935782362	982	0.1276929117696778	0.0060728569376294105	chr1	217335746	217545746	210000
chr1_inv_1034	NC1	0.9755447921200642	982	0.09934264685540369	0.004725905836604271	chr1	217545746	217755746	210000
chr1_inv_1035	NC1	0.627750786059173	982	0.06392574196121925	0.003042137826966961	chr1	217755746	217965746	210000
chr1_inv_1036	NC1	2.76324342499123	982	0.28138935081377087	0.0133618587818452	chr1	217965746	218175746	210000
chr1_inv_1037	NC1	5.48951686199693	982	0.5590139370668972	0.026471456417434668	chr1	218175746	218385746	210000
chr1_inv_1038	NC1	0.7232185457371021	982	0.07364750974919573	0.003504442705390013	chr1	218385746	218595746	210000
chr1_inv_1039	NC1	1.261775672163272	982	0.12849039431397882	0.006110735134860833	chr1	218595746	218805746	210000
chr1_inv_104	NC1	1.5273138225021157	982	0.1555309391550016	0.007394728145141522	chr1	22245746	22455746	210000
chr1_inv_1040	NC1	0.1251428714448996	982	0.012743673263228067	0.0006067642566242091	chr1	218805746	219015746	210000
chr1_inv_1041	NC1	1.1251428714448997	982	0.11457666715324845	0.005449785202158812	chr1	219015746	219225746	210000
chr1_inv_1042	NC1	0.40645490854702776	982	0.04139052021863827	0.001970161580633345	chr1	219225746	219435746	210000
chr1_inv_1043	NC1	1.3476394580492117	982	0.13723416069747574	0.006526000034986384	chr1	219435746	219645746	210000
chr1_inv_1044	NC1	2.2951549389968213	982	0.23372249887951335	0.01110367080853214	chr1	219645746	219855746	210000
chr1_inv_1045	NC1	1.9954070342043984	982	0.20319827232224016	0.009656473128882318	chr1	219855746	220065746	210000
chr1_inv_1046	NC1	0.0	982	0.0	0.0	chr1	220065746	220275746	210000
chr1_inv_1047	NC1	0.3640184938079345	982	0.03706909305579781	0.0017645407273519137	chr1	220275746	220485746	210000
chr1_inv_1048	NC1	0.7715745955727059	982	0.0785717510766503	0.0037385737238522444	chr1	220485746	220695746	210000
chr1_inv_1049	NC1	2.0995823937000204	982	0.21380676106924854	0.010159537078592242	chr1	220695746	220905746	210000
chr1_inv_105	NC1	3.8488121178311596	982	0.3919360608789368	0.018590663240722206	chr1	22455746	22665746	210000
chr1_inv_1050	NC1	0.7648245169193393	982	0.07788437035838486	0.003705892480522433	chr1	220905746	221115746	210000
chr1_inv_1051	NC1	0.7120429178097636	982	0.07250946209875393	0.003450329108750385	chr1	221115746	221325746	210000
