idWin	ind	overlapScore	samples	cM	cM.Mb	chrWin	startWin	endWin	winsize
chr1_inv_1	NC1	0.0	982	0.0	0.0	chr1	615746	625746	10000
chr1_inv_10	NC1	0.0	982	0.0	0.0	chr1	705746	715746	10000
chr1_inv_100	NC1	0.0	982	0.0	0.0	chr1	1605746	1615746	10000
chr1_inv_1000	NC1	1.0	982	0.10183299389002036	0.1017293646680073	chr1	10605746	10615746	10000
chr1_inv_10000	NC1	0.0	982	0.0	0.0	chr1	100605746	100615746	10000
chr1_inv_10001	NC1	0.0	982	0.0	0.0	chr1	100615746	100625746	10000
chr1_inv_10002	NC1	0.0	982	0.0	0.0	chr1	100625746	100635746	10000
chr1_inv_10003	NC1	0.0	982	0.0	0.0	chr1	100635746	100645746	10000
chr1_inv_10004	NC1	0.0	982	0.0	0.0	chr1	100645746	100655746	10000
chr1_inv_10005	NC1	0.0	982	0.0	0.0	chr1	100655746	100665746	10000
chr1_inv_10006	NC1	0.0	982	0.0	0.0	chr1	100665746	100675746	10000
chr1_inv_10007	NC1	0.0	982	0.0	0.0	chr1	100675746	100685746	10000
chr1_inv_10008	NC1	0.0	982	0.0	0.0	chr1	100685746	100695746	10000
chr1_inv_10009	NC1	0.0	982	0.0	0.0	chr1	100695746	100705746	10000
chr1_inv_1001	NC1	0.0	982	0.0	0.0	chr1	10615746	10625746	10000
chr1_inv_10010	NC1	0.0	982	0.0	0.0	chr1	100705746	100715746	10000
chr1_inv_10011	NC1	0.0	982	0.0	0.0	chr1	100715746	100725746	10000
chr1_inv_10012	NC1	0.0	982	0.0	0.0	chr1	100725746	100735746	10000
chr1_inv_10013	NC1	0.0	982	0.0	0.0	chr1	100735746	100745746	10000
chr1_inv_10014	NC1	0.0	982	0.0	0.0	chr1	100745746	100755746	10000
chr1_inv_10015	NC1	0.0	982	0.0	0.0	chr1	100755746	100765746	10000
chr1_inv_10016	NC1	0.0	982	0.0	0.0	chr1	100765746	100775746	10000
chr1_inv_10017	NC1	0.0	982	0.0	0.0	chr1	100775746	100785746	10000
chr1_inv_10018	NC1	0.0	982	0.0	0.0	chr1	100785746	100795746	10000
chr1_inv_10019	NC1	0.0	982	0.0	0.0	chr1	100795746	100805746	10000
chr1_inv_1002	NC1	0.0	982	0.0	0.0	chr1	10625746	10635746	10000
chr1_inv_10020	NC1	0.0	982	0.0	0.0	chr1	100805746	100815746	10000
chr1_inv_10021	NC1	0.0	982	0.0	0.0	chr1	100815746	100825746	10000
chr1_inv_10022	NC1	0.0	982	0.0	0.0	chr1	100825746	100835746	10000
chr1_inv_10023	NC1	0.0	982	0.0	0.0	chr1	100835746	100845746	10000
chr1_inv_10024	NC1	0.0	982	0.0	0.0	chr1	100845746	100855746	10000
chr1_inv_10025	NC1	0.0	982	0.0	0.0	chr1	100855746	100865746	10000
chr1_inv_10026	NC1	0.0	982	0.0	0.0	chr1	100865746	100875746	10000
chr1_inv_10027	NC1	0.0	982	0.0	0.0	chr1	100875746	100885746	10000
chr1_inv_10028	NC1	0.0	982	0.0	0.0	chr1	100885746	100895746	10000
chr1_inv_10029	NC1	0.0	982	0.0	0.0	chr1	100895746	100905746	10000
chr1_inv_1003	NC1	1.0	982	0.10183299389002036	0.1017293646680073	chr1	10635746	10645746	10000
chr1_inv_10030	NC1	0.0	982	0.0	0.0	chr1	100905746	100915746	10000
chr1_inv_10031	NC1	1.0	982	0.10183299389002036	0.1017293646680073	chr1	100915746	100925746	10000
chr1_inv_10032	NC1	0.0	982	0.0	0.0	chr1	100925746	100935746	10000
chr1_inv_10033	NC1	0.0	982	0.0	0.0	chr1	100935746	100945746	10000
chr1_inv_10034	NC1	0.0	982	0.0	0.0	chr1	100945746	100955746	10000
chr1_inv_10035	NC1	0.0	982	0.0	0.0	chr1	100955746	100965746	10000
chr1_inv_10036	NC1	0.0	982	0.0	0.0	chr1	100965746	100975746	10000
chr1_inv_10037	NC1	0.0	982	0.0	0.0	chr1	100975746	100985746	10000
chr1_inv_10038	NC1	0.0	982	0.0	0.0	chr1	100985746	100995746	10000
chr1_inv_10039	NC1	0.0	982	0.0	0.0	chr1	100995746	101005746	10000
chr1_inv_1004	NC1	0.0	982	0.0	0.0	chr1	10645746	10655746	10000
chr1_inv_10040	NC1	0.0	982	0.0	0.0	chr1	101005746	101015746	10000
chr1_inv_10041	NC1	0.0	982	0.0	0.0	chr1	101015746	101025746	10000
chr1_inv_10042	NC1	0.0	982	0.0	0.0	chr1	101025746	101035746	10000
chr1_inv_10043	NC1	0.0	982	0.0	0.0	chr1	101035746	101045746	10000
chr1_inv_10044	NC1	0.0	982	0.0	0.0	chr1	101045746	101055746	10000
chr1_inv_10045	NC1	0.0	982	0.0	0.0	chr1	101055746	101065746	10000
chr1_inv_10046	NC1	0.0	982	0.0	0.0	chr1	101065746	101075746	10000
chr1_inv_10047	NC1	0.0	982	0.0	0.0	chr1	101075746	101085746	10000
chr1_inv_10048	NC1	0.0	982	0.0	0.0	chr1	101085746	101095746	10000
chr1_inv_10049	NC1	0.0	982	0.0	0.0	chr1	101095746	101105746	10000
