idWin	ind	overlapScore	samples	cM	cM.Mb	chrWin	startWin	endWin	winsize
chr1_inv_1	NC1	0.0	982	0.0	0.0	chr1	615746	675746	60000
chr1_inv_10	NC1	1.0	982	0.10183299389002036	0.01695489411133455	chr1	1155746	1215746	60000
chr1_inv_100	NC1	0.0	982	0.0	0.0	chr1	6555746	6615746	60000
chr1_inv_1000	NC1	0.0	982	0.0	0.0	chr1	60555746	60615746	60000
chr1_inv_1001	NC1	1.0	982	0.10183299389002036	0.01695489411133455	chr1	60615746	60675746	60000
chr1_inv_1002	NC1	0.0	982	0.0	0.0	chr1	60675746	60735746	60000
chr1_inv_1003	NC1	1.0	982	0.10183299389002036	0.01695489411133455	chr1	60735746	60795746	60000
chr1_inv_1004	NC1	0.0	982	0.0	0.0	chr1	60795746	60855746	60000
chr1_inv_1005	NC1	1.0	982	0.10183299389002036	0.01695489411133455	chr1	60855746	60915746	60000
chr1_inv_1006	NC1	1.0	982	0.10183299389002036	0.01695489411133455	chr1	60915746	60975746	60000
chr1_inv_1007	NC1	1.0	982	0.10183299389002036	0.01695489411133455	chr1	60975746	61035746	60000
chr1_inv_1008	NC1	0.0	982	0.0	0.0	chr1	61035746	61095746	60000
chr1_inv_1009	NC1	0.0	982	0.0	0.0	chr1	61095746	61155746	60000
chr1_inv_101	NC1	0.0	982	0.0	0.0	chr1	6615746	6675746	60000
chr1_inv_1010	NC1	1.0	982	0.10183299389002036	0.01695489411133455	chr1	61155746	61215746	60000
chr1_inv_1011	NC1	0.0	982	0.0	0.0	chr1	61215746	61275746	60000
chr1_inv_1012	NC1	0.0	982	0.0	0.0	chr1	61275746	61335746	60000
chr1_inv_1013	NC1	1.0	982	0.10183299389002036	0.01695489411133455	chr1	61335746	61395746	60000
chr1_inv_1014	NC1	1.0	982	0.10183299389002036	0.01695489411133455	chr1	61395746	61455746	60000
chr1_inv_1015	NC1	0.0	982	0.0	0.0	chr1	61455746	61515746	60000
chr1_inv_1016	NC1	0.0	982	0.0	0.0	chr1	61515746	61575746	60000
chr1_inv_1017	NC1	0.0	982	0.0	0.0	chr1	61575746	61635746	60000
chr1_inv_1018	NC1	0.0	982	0.0	0.0	chr1	61635746	61695746	60000
chr1_inv_1019	NC1	0.0	982	0.0	0.0	chr1	61695746	61755746	60000
chr1_inv_102	NC1	0.0	982	0.0	0.0	chr1	6675746	6735746	60000
chr1_inv_1020	NC1	0.0	982	0.0	0.0	chr1	61755746	61815746	60000
chr1_inv_1021	NC1	2.0	982	0.20366598778004072	0.03387529201054988	chr1	61815746	61875746	60000
chr1_inv_1022	NC1	0.0	982	0.0	0.0	chr1	61875746	61935746	60000
chr1_inv_1023	NC1	1.0	982	0.10183299389002036	0.01695489411133455	chr1	61935746	61995746	60000
chr1_inv_1024	NC1	3.0	982	0.30549898167006106	0.050761263883200576	chr1	61995746	62055746	60000
chr1_inv_1025	NC1	0.0	982	0.0	0.0	chr1	62055746	62115746	60000
chr1_inv_1026	NC1	0.0	982	0.0	0.0	chr1	62115746	62175746	60000
