idWin	ind	overlapScore	samples	cM	cM.Mb	chrWin	startWin	endWin	winsize
chr1_inv_1	NC1	0.0	982	0.0	0.0	chr1	615746	745746	130000
chr1_inv_10	NC1	6.0	982	0.6109979633401221	0.04671384141095922	chr1	1785746	1915746	130000
chr1_inv_100	NC1	1.0	982	0.10183299389002036	0.00782533574369287	chr1	13485746	13615746	130000
chr1_inv_1000	NC1	0.0	982	0.0	0.0	chr1	130485746	130615746	130000
chr1_inv_1001	NC1	0.0	982	0.0	0.0	chr1	130615746	130745746	130000
chr1_inv_1002	NC1	0.0	982	0.0	0.0	chr1	130745746	130875746	130000
chr1_inv_1003	NC1	0.0	982	0.0	0.0	chr1	130875746	131005746	130000
chr1_inv_1004	NC1	0.0	982	0.0	0.0	chr1	131005746	131135746	130000
chr1_inv_1005	NC1	0.0	982	0.0	0.0	chr1	131135746	131265746	130000
chr1_inv_1006	NC1	0.0	982	0.0	0.0	chr1	131265746	131395746	130000
chr1_inv_1007	NC1	0.0	982	0.0	0.0	chr1	131395746	131525746	130000
chr1_inv_1008	NC1	0.0	982	0.0	0.0	chr1	131525746	131655746	130000
chr1_inv_1009	NC1	0.0	982	0.0	0.0	chr1	131655746	131785746	130000
chr1_inv_101	NC1	1.0	982	0.10183299389002036	0.00782533574369287	chr1	13615746	13745746	130000
chr1_inv_1010	NC1	0.0	982	0.0	0.0	chr1	131785746	131915746	130000
chr1_inv_1011	NC1	0.0	982	0.0	0.0	chr1	131915746	132045746	130000
chr1_inv_1012	NC1	0.0	982	0.0	0.0	chr1	132045746	132175746	130000
chr1_inv_1013	NC1	0.0	982	0.0	0.0	chr1	132175746	132305746	130000
chr1_inv_1014	NC1	1.0	982	0.10183299389002036	0.00782533574369287	chr1	132305746	132435746	130000
chr1_inv_1015	NC1	0.0	982	0.0	0.0	chr1	132435746	132565746	130000
chr1_inv_1016	NC1	0.0	982	0.0	0.0	chr1	132565746	132695746	130000
chr1_inv_1017	NC1	0.0	982	0.0	0.0	chr1	132695746	132825746	130000
chr1_inv_1018	NC1	0.0	982	0.0	0.0	chr1	132825746	132955746	130000
chr1_inv_1019	NC1	1.0	982	0.10183299389002036	0.00782533574369287	chr1	132955746	133085746	130000
chr1_inv_102	NC1	0.0	982	0.0	0.0	chr1	13745746	13875746	130000
chr1_inv_1020	NC1	0.0	982	0.0	0.0	chr1	133085746	133215746	130000
chr1_inv_1021	NC1	0.0	982	0.0	0.0	chr1	133215746	133345746	130000
chr1_inv_1022	NC1	0.0	982	0.0	0.0	chr1	133345746	133475746	130000
chr1_inv_1023	NC1	0.0	982	0.0	0.0	chr1	133475746	133605746	130000
chr1_inv_1024	NC1	0.0	982	0.0	0.0	chr1	133605746	133735746	130000
chr1_inv_1025	NC1	0.0	982	0.0	0.0	chr1	133735746	133865746	130000
chr1_inv_1026	NC1	0.0	982	0.0	0.0	chr1	133865746	133995746	130000
chr1_inv_1027	NC1	0.0	982	0.0	0.0	chr1	133995746	134125746	130000
chr1_inv_1028	NC1	0.0	982	0.0	0.0	chr1	134125746	134255746	130000
chr1_inv_1029	NC1	0.0	982	0.0	0.0	chr1	134255746	134385746	130000
chr1_inv_103	NC1	1.0	982	0.10183299389002036	0.00782533574369287	chr1	13875746	14005746	130000
chr1_inv_1030	NC1	0.0	982	0.0	0.0	chr1	134385746	134515746	130000
chr1_inv_1031	NC1	0.0	982	0.0	0.0	chr1	134515746	134645746	130000
chr1_inv_1032	NC1	0.0	982	0.0	0.0	chr1	134645746	134775746	130000
chr1_inv_1033	NC1	0.0	982	0.0	0.0	chr1	134775746	134905746	130000
chr1_inv_1034	NC1	0.0	982	0.0	0.0	chr1	134905746	135035746	130000
chr1_inv_1035	NC1	0.0	982	0.0	0.0	chr1	135035746	135165746	130000
chr1_inv_1036	NC1	0.0	982	0.0	0.0	chr1	135165746	135295746	130000
chr1_inv_1037	NC1	0.0	982	0.0	0.0	chr1	135295746	135425746	130000
chr1_inv_1038	NC1	0.0	982	0.0	0.0	chr1	135425746	135555746	130000
chr1_inv_1039	NC1	0.0	982	0.0	0.0	chr1	135555746	135685746	130000
chr1_inv_104	NC1	1.0	982	0.10183299389002036	0.00782533574369287	chr1	14005746	14135746	130000
chr1_inv_1040	NC1	0.0	982	0.0	0.0	chr1	135685746	135815746	130000
chr1_inv_1041	NC1	0.0	982	0.0	0.0	chr1	135815746	135945746	130000
chr1_inv_1042	NC1	0.0	982	0.0	0.0	chr1	135945746	136075746	130000
chr1_inv_1043	NC1	0.0	982	0.0	0.0	chr1	136075746	136205746	130000
chr1_inv_1044	NC1	0.0	982	0.0	0.0	chr1	136205746	136335746	130000
chr1_inv_1045	NC1	0.0	982	0.0	0.0	chr1	136335746	136465746	130000
chr1_inv_1046	NC1	0.0	982	0.0	0.0	chr1	136465746	136595746	130000
chr1_inv_1047	NC1	0.0	982	0.0	0.0	chr1	136595746	136725746	130000
chr1_inv_1048	NC1	1.0	982	0.10183299389002036	0.00782533574369287	chr1	136725746	136855746	130000
chr1_inv_1049	NC1	0.0	982	0.0	0.0	chr1	136855746	136985746	130000
chr1_inv_105	NC1	0.0	982	0.0	0.0	chr1	14135746	14265746	130000
chr1_inv_1050	NC1	0.0	982	0.0	0.0	chr1	136985746	137115746	130000
chr1_inv_1051	NC1	0.0	982	0.0	0.0	chr1	137115746	137245746	130000
chr1_inv_1052	NC1	0.0	982	0.0	0.0	chr1	137245746	137375746	130000
chr1_inv_1053	NC1	0.0	982	0.0	0.0	chr1	137375746	137505746	130000
chr1_inv_1054	NC1	0.0	982	0.0	0.0	chr1	137505746	137635746	130000
chr1_inv_1055	NC1	0.0	982	0.0	0.0	chr1	137635746	137765746	130000
